104.723, 129.896, 2.676, 150.231 False
104.462, 129.923, 2.601, 150.631 False
104.207, 129.949, 2.547, 151.031 False
103.956, 129.974, 2.512, 151.431 False
103.706, 129.993, 2.490, 151.831 False
103.459, 130.016, 2.480, 151.931 False
103.212, 130.025, 2.464, 152.331 False
102.964, 130.033, 2.475, 152.407 False
102.775, 130.039, 2.479, 152.807 False
102.527, 130.048, 2.481, 152.903 False
102.289, 130.050, 2.478, 153.303 False
102.040, 130.058, 2.485, 153.398 False
101.806, 130.051, 2.452, 153.798 False
101.563, 130.022, 2.438, 153.897 False
101.320, 129.993, 2.480, 154.297 False
101.069, 129.976, 2.524, 154.397 False
100.819, 129.947, 2.485, 154.797 False
100.572, 129.913, 2.487, 154.897 False
100.326, 129.875, 2.491, 155.297 False
100.077, 129.845, 2.511, 155.379 False
99.875, 129.812, 2.490, 155.779 False
99.629, 129.767, 2.497, 155.874 False
99.400, 129.710, 2.458, 156.274 False
99.157, 129.649, 2.500, 156.674 False
98.910, 129.594, 2.528, 157.074 False
98.661, 129.547, 2.536, 157.474 False
98.417, 129.485, 2.490, 157.874 False
98.190, 129.390, 2.383, 158.274 False
97.967, 129.285, 2.450, 158.674 False
97.731, 129.189, 2.557, 159.074 False
97.499, 129.080, 2.515, 159.474 False
97.270, 128.965, 2.543, 159.874 False
97.053, 128.835, 2.481, 160.274 False
96.835, 128.703, 2.528, 160.674 False
96.628, 128.557, 2.482, 161.074 False
96.416, 128.416, 2.547, 161.474 False
96.200, 128.277, 2.559, 161.874 False
95.979, 128.147, 2.555, 162.274 False
95.767, 128.008, 2.514, 162.674 False
95.557, 127.870, 2.507, 163.074 False
95.355, 127.723, 2.480, 163.474 False
95.149, 127.582, 2.495, 163.874 False
94.955, 127.427, 2.444, 164.274 False
94.780, 127.255, 2.418, 164.674 False
94.625, 127.067, 2.347, 165.074 False
94.469, 126.874, 2.477, 165.474 False
94.319, 126.668, 2.504, 165.874 False
94.156, 126.465, 2.603, 166.274 False
93.993, 126.260, 2.596, 166.674 False
93.825, 126.062, 2.588, 167.074 False
